decision_id,family,capacity,horizon,reference_policy,continuation_rng_seed,candidate_page_id,rollout_loss_h,rollout_regret_h,candidate_is_rollout_optimal,candidate_count,status
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:d44sJLi8LsLW80s74d46W8ssJ8sGLGm6:48s8i66iLd.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:708WGL4GsBL70BG4070dmB850d6845GJ:48s8i666sd.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:WLJ0YL6Li4msmm8057WGW455s00d6sd8:48s8i666sd.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:GWY46mGdms7JiGJ78L0ddY50mLL5Wm6Y:48s8i6d7dd.idd,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:J04Y5WGLLdY8s6ds4i4B456B06sJJ88L:48s8i646dd.idd,16.0,1.0,False,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,y:4L:7d:CXm4:YByB-Btx.tekY.Xx1eByke-tkUWeyeBJg:CY.YByB-Btx.tekY.Xx1eByke-tkUWeyeBJg-d008Jm8GdW65i7BWdWdd4Y870s676JGG:YByBYWvxzWeT-eWBvyxXW-G07608-tekY/YByBYWvxzWeT-eWBvyxXW-xpCx1PyC-G07608-tekY-dddd/CR5CJex5We_vB1_XC.t00:48s8i646dd.4sd,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,y:4L:7d:CXm4:YxCyex5RyWYvk1.tekY.UexyW_tekbT_WzWpy5RC_6.B11eW1ByW:CY.YxCyex5RyWYvk1.tekY.UexyW_tekbT_WzWpy5RC_6-iGWL4G6BYB6s86mmLJ4ss5Bs7dYY50G7:CyeWBX/YByBYWvxzWeT-CyBm-4d66i86L0iiL44G4G4i-CyB1xp14/UexyW/5TyWC:48s8i6487d.4sd,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:J04Bi4dm8YJWW06Y5d5dYsB0s0dYsJWm:48s8i66iLd.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:YmJYYdmm658m7Js0Y5J6iY0Bii0JBJL7:48s8i6666d.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:545WYi8mJ0iYii5WL6G6JB8GBGm7JWid:48s8i6647d.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,y:4L:7d:CXm4:tJC-xpmeB.tekY.1JC-txp1:CY.tJC-xpmeB.tekY.1JC-txp1-sdi40WWm87JWWG6mii7i6iYdG4J84GY7:ZzX/RtyxXW:48s8i6406d.4sd,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:dd0LiJ8785Jm455s8iJs4YsLsL4G7L6d:48s8i6d7dd.idd,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,y:4L:7d:CXm4:BYC-eBpgxp1.tekY.BYC-eBpgxp1-CWezxJW-J4d:CY.BYC-eBpgxp1.tekY.BYC-eBpgxp1-CWezxJW-J4d-Y64G084LL8s0msGJmm786Ym88LmLiJG4:ZzX/1J/XCWJ:48s8i666sd.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:diJ8WL4GGmGmdWJGdBL6JW5Bmi84sL6d:48s8i64sdd.idd,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,y:4L:7d:CXm4:BYXxbWe.tekY.BYXxbWe-J4ds:CY.BYXxbWe.tekY.BYXxbWe-J4ds-ii054L5iBi68JG70LiJLJ56057m4YJ4W:YWJxYWe_zBvRW_ke1BpxJ_zxYWk_eWfRWCyC_WpB5vWY:48s8i6didd.0dd,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,y:4L:7d:CXm4:CyeBykCykeW.tekY.CyeBykBtx:CY.CyeBykCykeW.tekY.CyeBykBtx-64i54LLdY7WBL4BdmB5siBdmWmYJJ0s6:CyeByk_etJ_JvxWpy/CJPWYRvW/yUWWy.hJPWYRvWYjUWWy/YWvWyW/mBxvReWC/Wee/jxXWkRy:48s8i6666d.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B:4L:sJ07W46JsmYW5iLB6mYiiiG8iJYW4J8m:48s8i6647d.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,mG7smis8JWmisi6YWddd458JBs6Ym0L8,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,y:4L:7d:CXm4:CyeBykCykeW.tekY.CyeBykBtx:CY.CyeBykCykeW.tekY.CyeBykBtx-64i54LLdY7WBL4BdmB5siBdmWmYJJ0s6:CyeByk_etJ_JvxWpy/CJPWYRvW/CJPWYRvWYjUWWyMxCy/mWyJP/mBxvReWC/Wee/azWerBtBJxyT:48s8i6647d.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,y:4L:7d:CXm4:BYXxbWe.tekY.BYXxbWe-J4d7:CY.BYXxbWe.tekY.BYXxbWe-J4d7-WLY4Bi7467GBBm5i5GsL5sdmdmW7JmiG:YWJxYWe_zBvRW_ke1BpxJ_zxYWk_eWfRWCyC_WpB5vWY:48s8i66iLd.7d,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,B664WmiGsWm7B4JJL58J8d4imG5YYGLL,15.0,0.0,True,32,complete
twemcache|c32|t12050|h16,twemcache,32,16,lru,,y:4L:7d:CXm4:BYC-5eBpY-XWBCReWXWpy.tekY.xpyW1eBv_B11eW1Byke_YUeWz_CXm4:CY.BYC-5eBpY-XWBCReWXWpy.tekY.xpyW1eBv_B11eW1Byke_YUeWz_CXm4-BdYJBG7LYGi6i48i540iGJWJY4iLd785:ZzX/RtyxXW:48s8i66iLd.7d,15.0,0.0,True,32,complete
